group,function,value,throughput_num,throughput_type,sample_measured_value,unit,iteration_count
"impl GlweCiphertextEncryptionEngine<GlweSecretKey32,PlaintextVector32,GlweCiphertext32> for CoreEngine",,"(GlweDimension(1), PolynomialSize(4096))",,,83827878.0,ns,2
"impl GlweCiphertextEncryptionEngine<GlweSecretKey32,PlaintextVector32,GlweCiphertext32> for CoreEngine",,"(GlweDimension(1), PolynomialSize(4096))",,,84043267.0,ns,2
"impl GlweCiphertextEncryptionEngine<GlweSecretKey32,PlaintextVector32,GlweCiphertext32> for CoreEngine",,"(GlweDimension(1), PolynomialSize(4096))",,,83503902.0,ns,2
"impl GlweCiphertextEncryptionEngine<GlweSecretKey32,PlaintextVector32,GlweCiphertext32> for CoreEngine",,"(GlweDimension(1), PolynomialSize(4096))",,,82768181.0,ns,2
"impl GlweCiphertextEncryptionEngine<GlweSecretKey32,PlaintextVector32,GlweCiphertext32> for CoreEngine",,"(GlweDimension(1), PolynomialSize(4096))",,,81509340.0,ns,2
"impl GlweCiphertextEncryptionEngine<GlweSecretKey32,PlaintextVector32,GlweCiphertext32> for CoreEngine",,"(GlweDimension(1), PolynomialSize(4096))",,,81492001.0,ns,2
"impl GlweCiphertextEncryptionEngine<GlweSecretKey32,PlaintextVector32,GlweCiphertext32> for CoreEngine",,"(GlweDimension(1), PolynomialSize(4096))",,,82027095.0,ns,2
"impl GlweCiphertextEncryptionEngine<GlweSecretKey32,PlaintextVector32,GlweCiphertext32> for CoreEngine",,"(GlweDimension(1), PolynomialSize(4096))",,,86739771.0,ns,2
"impl GlweCiphertextEncryptionEngine<GlweSecretKey32,PlaintextVector32,GlweCiphertext32> for CoreEngine",,"(GlweDimension(1), PolynomialSize(4096))",,,84644600.0,ns,2
"impl GlweCiphertextEncryptionEngine<GlweSecretKey32,PlaintextVector32,GlweCiphertext32> for CoreEngine",,"(GlweDimension(1), PolynomialSize(4096))",,,84687282.0,ns,2
