group,function,value,throughput_num,throughput_type,sample_measured_value,unit,iteration_count
"impl GlweCiphertextDecryptionEngine<GlweSecretKey32,GlweCiphertext32,PlaintextVector32> for CoreEngine",,"(GlweDimension(1), PolynomialSize(2048))",,,59083682.0,ns,6
"impl GlweCiphertextDecryptionEngine<GlweSecretKey32,GlweCiphertext32,PlaintextVector32> for CoreEngine",,"(GlweDimension(1), PolynomialSize(2048))",,,58503722.0,ns,6
"impl GlweCiphertextDecryptionEngine<GlweSecretKey32,GlweCiphertext32,PlaintextVector32> for CoreEngine",,"(GlweDimension(1), PolynomialSize(2048))",,,58639708.0,ns,6
"impl GlweCiphertextDecryptionEngine<GlweSecretKey32,GlweCiphertext32,PlaintextVector32> for CoreEngine",,"(GlweDimension(1), PolynomialSize(2048))",,,58603070.0,ns,6
"impl GlweCiphertextDecryptionEngine<GlweSecretKey32,GlweCiphertext32,PlaintextVector32> for CoreEngine",,"(GlweDimension(1), PolynomialSize(2048))",,,60961834.0,ns,6
"impl GlweCiphertextDecryptionEngine<GlweSecretKey32,GlweCiphertext32,PlaintextVector32> for CoreEngine",,"(GlweDimension(1), PolynomialSize(2048))",,,59717665.0,ns,6
"impl GlweCiphertextDecryptionEngine<GlweSecretKey32,GlweCiphertext32,PlaintextVector32> for CoreEngine",,"(GlweDimension(1), PolynomialSize(2048))",,,59086677.0,ns,6
"impl GlweCiphertextDecryptionEngine<GlweSecretKey32,GlweCiphertext32,PlaintextVector32> for CoreEngine",,"(GlweDimension(1), PolynomialSize(2048))",,,58659079.0,ns,6
"impl GlweCiphertextDecryptionEngine<GlweSecretKey32,GlweCiphertext32,PlaintextVector32> for CoreEngine",,"(GlweDimension(1), PolynomialSize(2048))",,,58530451.0,ns,6
"impl GlweCiphertextDecryptionEngine<GlweSecretKey32,GlweCiphertext32,PlaintextVector32> for CoreEngine",,"(GlweDimension(1), PolynomialSize(2048))",,,58667023.0,ns,6
"impl GlweCiphertextDecryptionEngine<GlweSecretKey32,GlweCiphertext32,PlaintextVector32> for CoreEngine",,"(GlweDimension(1), PolynomialSize(2048))",,,58619771.0,ns,6
"impl GlweCiphertextDecryptionEngine<GlweSecretKey32,GlweCiphertext32,PlaintextVector32> for CoreEngine",,"(GlweDimension(1), PolynomialSize(2048))",,,58990872.0,ns,6
"impl GlweCiphertextDecryptionEngine<GlweSecretKey32,GlweCiphertext32,PlaintextVector32> for CoreEngine",,"(GlweDimension(1), PolynomialSize(2048))",,,58519006.0,ns,6
"impl GlweCiphertextDecryptionEngine<GlweSecretKey32,GlweCiphertext32,PlaintextVector32> for CoreEngine",,"(GlweDimension(1), PolynomialSize(2048))",,,58637007.0,ns,6
"impl GlweCiphertextDecryptionEngine<GlweSecretKey32,GlweCiphertext32,PlaintextVector32> for CoreEngine",,"(GlweDimension(1), PolynomialSize(2048))",,,58527505.0,ns,6
"impl GlweCiphertextDecryptionEngine<GlweSecretKey32,GlweCiphertext32,PlaintextVector32> for CoreEngine",,"(GlweDimension(1), PolynomialSize(2048))",,,58534418.0,ns,6
"impl GlweCiphertextDecryptionEngine<GlweSecretKey32,GlweCiphertext32,PlaintextVector32> for CoreEngine",,"(GlweDimension(1), PolynomialSize(2048))",,,58536196.0,ns,6
"impl GlweCiphertextDecryptionEngine<GlweSecretKey32,GlweCiphertext32,PlaintextVector32> for CoreEngine",,"(GlweDimension(1), PolynomialSize(2048))",,,58575979.0,ns,6
"impl GlweCiphertextDecryptionEngine<GlweSecretKey32,GlweCiphertext32,PlaintextVector32> for CoreEngine",,"(GlweDimension(1), PolynomialSize(2048))",,,58602155.0,ns,6
"impl GlweCiphertextDecryptionEngine<GlweSecretKey32,GlweCiphertext32,PlaintextVector32> for CoreEngine",,"(GlweDimension(1), PolynomialSize(2048))",,,58751942.0,ns,6
"impl GlweCiphertextDecryptionEngine<GlweSecretKey32,GlweCiphertext32,PlaintextVector32> for CoreEngine",,"(GlweDimension(1), PolynomialSize(2048))",,,58746809.0,ns,6
"impl GlweCiphertextDecryptionEngine<GlweSecretKey32,GlweCiphertext32,PlaintextVector32> for CoreEngine",,"(GlweDimension(1), PolynomialSize(2048))",,,58571324.0,ns,6
"impl GlweCiphertextDecryptionEngine<GlweSecretKey32,GlweCiphertext32,PlaintextVector32> for CoreEngine",,"(GlweDimension(1), PolynomialSize(2048))",,,58505160.0,ns,6
"impl GlweCiphertextDecryptionEngine<GlweSecretKey32,GlweCiphertext32,PlaintextVector32> for CoreEngine",,"(GlweDimension(1), PolynomialSize(2048))",,,58511634.0,ns,6
"impl GlweCiphertextDecryptionEngine<GlweSecretKey32,GlweCiphertext32,PlaintextVector32> for CoreEngine",,"(GlweDimension(1), PolynomialSize(2048))",,,58504847.0,ns,6
"impl GlweCiphertextDecryptionEngine<GlweSecretKey32,GlweCiphertext32,PlaintextVector32> for CoreEngine",,"(GlweDimension(1), PolynomialSize(2048))",,,58906587.0,ns,6
"impl GlweCiphertextDecryptionEngine<GlweSecretKey32,GlweCiphertext32,PlaintextVector32> for CoreEngine",,"(GlweDimension(1), PolynomialSize(2048))",,,58641956.0,ns,6
"impl GlweCiphertextDecryptionEngine<GlweSecretKey32,GlweCiphertext32,PlaintextVector32> for CoreEngine",,"(GlweDimension(1), PolynomialSize(2048))",,,58579352.0,ns,6
"impl GlweCiphertextDecryptionEngine<GlweSecretKey32,GlweCiphertext32,PlaintextVector32> for CoreEngine",,"(GlweDimension(1), PolynomialSize(2048))",,,58506194.0,ns,6
"impl GlweCiphertextDecryptionEngine<GlweSecretKey32,GlweCiphertext32,PlaintextVector32> for CoreEngine",,"(GlweDimension(1), PolynomialSize(2048))",,,58724028.0,ns,6
"impl GlweCiphertextDecryptionEngine<GlweSecretKey32,GlweCiphertext32,PlaintextVector32> for CoreEngine",,"(GlweDimension(1), PolynomialSize(2048))",,,58536851.0,ns,6
"impl GlweCiphertextDecryptionEngine<GlweSecretKey32,GlweCiphertext32,PlaintextVector32> for CoreEngine",,"(GlweDimension(1), PolynomialSize(2048))",,,58796096.0,ns,6
"impl GlweCiphertextDecryptionEngine<GlweSecretKey32,GlweCiphertext32,PlaintextVector32> for CoreEngine",,"(GlweDimension(1), PolynomialSize(2048))",,,58617709.0,ns,6
"impl GlweCiphertextDecryptionEngine<GlweSecretKey32,GlweCiphertext32,PlaintextVector32> for CoreEngine",,"(GlweDimension(1), PolynomialSize(2048))",,,58471092.0,ns,6
"impl GlweCiphertextDecryptionEngine<GlweSecretKey32,GlweCiphertext32,PlaintextVector32> for CoreEngine",,"(GlweDimension(1), PolynomialSize(2048))",,,58622266.0,ns,6
"impl GlweCiphertextDecryptionEngine<GlweSecretKey32,GlweCiphertext32,PlaintextVector32> for CoreEngine",,"(GlweDimension(1), PolynomialSize(2048))",,,59046426.0,ns,6
"impl GlweCiphertextDecryptionEngine<GlweSecretKey32,GlweCiphertext32,PlaintextVector32> for CoreEngine",,"(GlweDimension(1), PolynomialSize(2048))",,,58584452.0,ns,6
"impl GlweCiphertextDecryptionEngine<GlweSecretKey32,GlweCiphertext32,PlaintextVector32> for CoreEngine",,"(GlweDimension(1), PolynomialSize(2048))",,,58508667.0,ns,6
"impl GlweCiphertextDecryptionEngine<GlweSecretKey32,GlweCiphertext32,PlaintextVector32> for CoreEngine",,"(GlweDimension(1), PolynomialSize(2048))",,,58465422.0,ns,6
"impl GlweCiphertextDecryptionEngine<GlweSecretKey32,GlweCiphertext32,PlaintextVector32> for CoreEngine",,"(GlweDimension(1), PolynomialSize(2048))",,,58505552.0,ns,6
"impl GlweCiphertextDecryptionEngine<GlweSecretKey32,GlweCiphertext32,PlaintextVector32> for CoreEngine",,"(GlweDimension(1), PolynomialSize(2048))",,,58718411.0,ns,6
"impl GlweCiphertextDecryptionEngine<GlweSecretKey32,GlweCiphertext32,PlaintextVector32> for CoreEngine",,"(GlweDimension(1), PolynomialSize(2048))",,,58523000.0,ns,6
"impl GlweCiphertextDecryptionEngine<GlweSecretKey32,GlweCiphertext32,PlaintextVector32> for CoreEngine",,"(GlweDimension(1), PolynomialSize(2048))",,,58578225.0,ns,6
"impl GlweCiphertextDecryptionEngine<GlweSecretKey32,GlweCiphertext32,PlaintextVector32> for CoreEngine",,"(GlweDimension(1), PolynomialSize(2048))",,,58470341.0,ns,6
"impl GlweCiphertextDecryptionEngine<GlweSecretKey32,GlweCiphertext32,PlaintextVector32> for CoreEngine",,"(GlweDimension(1), PolynomialSize(2048))",,,58666103.0,ns,6
"impl GlweCiphertextDecryptionEngine<GlweSecretKey32,GlweCiphertext32,PlaintextVector32> for CoreEngine",,"(GlweDimension(1), PolynomialSize(2048))",,,58504170.0,ns,6
"impl GlweCiphertextDecryptionEngine<GlweSecretKey32,GlweCiphertext32,PlaintextVector32> for CoreEngine",,"(GlweDimension(1), PolynomialSize(2048))",,,58642722.0,ns,6
"impl GlweCiphertextDecryptionEngine<GlweSecretKey32,GlweCiphertext32,PlaintextVector32> for CoreEngine",,"(GlweDimension(1), PolynomialSize(2048))",,,58561546.0,ns,6
"impl GlweCiphertextDecryptionEngine<GlweSecretKey32,GlweCiphertext32,PlaintextVector32> for CoreEngine",,"(GlweDimension(1), PolynomialSize(2048))",,,58545894.0,ns,6
"impl GlweCiphertextDecryptionEngine<GlweSecretKey32,GlweCiphertext32,PlaintextVector32> for CoreEngine",,"(GlweDimension(1), PolynomialSize(2048))",,,58511224.0,ns,6
"impl GlweCiphertextDecryptionEngine<GlweSecretKey32,GlweCiphertext32,PlaintextVector32> for CoreEngine",,"(GlweDimension(1), PolynomialSize(2048))",,,58514792.0,ns,6
