group,function,value,throughput_num,throughput_type,sample_measured_value,unit,iteration_count
"impl GlweCiphertextDecryptionEngine<GlweSecretKey64,GlweCiphertext64,PlaintextVector64> for CoreEngine",,"(GlweDimension(1), PolynomialSize(2048))",,,53209935.0,ns,5
"impl GlweCiphertextDecryptionEngine<GlweSecretKey64,GlweCiphertext64,PlaintextVector64> for CoreEngine",,"(GlweDimension(1), PolynomialSize(2048))",,,52534788.0,ns,5
"impl GlweCiphertextDecryptionEngine<GlweSecretKey64,GlweCiphertext64,PlaintextVector64> for CoreEngine",,"(GlweDimension(1), PolynomialSize(2048))",,,52384610.0,ns,5
"impl GlweCiphertextDecryptionEngine<GlweSecretKey64,GlweCiphertext64,PlaintextVector64> for CoreEngine",,"(GlweDimension(1), PolynomialSize(2048))",,,53119527.0,ns,5
"impl GlweCiphertextDecryptionEngine<GlweSecretKey64,GlweCiphertext64,PlaintextVector64> for CoreEngine",,"(GlweDimension(1), PolynomialSize(2048))",,,53543759.0,ns,5
"impl GlweCiphertextDecryptionEngine<GlweSecretKey64,GlweCiphertext64,PlaintextVector64> for CoreEngine",,"(GlweDimension(1), PolynomialSize(2048))",,,52849639.0,ns,5
"impl GlweCiphertextDecryptionEngine<GlweSecretKey64,GlweCiphertext64,PlaintextVector64> for CoreEngine",,"(GlweDimension(1), PolynomialSize(2048))",,,52290557.0,ns,5
"impl GlweCiphertextDecryptionEngine<GlweSecretKey64,GlweCiphertext64,PlaintextVector64> for CoreEngine",,"(GlweDimension(1), PolynomialSize(2048))",,,52350894.0,ns,5
"impl GlweCiphertextDecryptionEngine<GlweSecretKey64,GlweCiphertext64,PlaintextVector64> for CoreEngine",,"(GlweDimension(1), PolynomialSize(2048))",,,52321684.0,ns,5
"impl GlweCiphertextDecryptionEngine<GlweSecretKey64,GlweCiphertext64,PlaintextVector64> for CoreEngine",,"(GlweDimension(1), PolynomialSize(2048))",,,52358321.0,ns,5
"impl GlweCiphertextDecryptionEngine<GlweSecretKey64,GlweCiphertext64,PlaintextVector64> for CoreEngine",,"(GlweDimension(1), PolynomialSize(2048))",,,52363631.0,ns,5
"impl GlweCiphertextDecryptionEngine<GlweSecretKey64,GlweCiphertext64,PlaintextVector64> for CoreEngine",,"(GlweDimension(1), PolynomialSize(2048))",,,52407666.0,ns,5
"impl GlweCiphertextDecryptionEngine<GlweSecretKey64,GlweCiphertext64,PlaintextVector64> for CoreEngine",,"(GlweDimension(1), PolynomialSize(2048))",,,52531348.0,ns,5
"impl GlweCiphertextDecryptionEngine<GlweSecretKey64,GlweCiphertext64,PlaintextVector64> for CoreEngine",,"(GlweDimension(1), PolynomialSize(2048))",,,52575845.0,ns,5
"impl GlweCiphertextDecryptionEngine<GlweSecretKey64,GlweCiphertext64,PlaintextVector64> for CoreEngine",,"(GlweDimension(1), PolynomialSize(2048))",,,52284413.0,ns,5
"impl GlweCiphertextDecryptionEngine<GlweSecretKey64,GlweCiphertext64,PlaintextVector64> for CoreEngine",,"(GlweDimension(1), PolynomialSize(2048))",,,52365031.0,ns,5
"impl GlweCiphertextDecryptionEngine<GlweSecretKey64,GlweCiphertext64,PlaintextVector64> for CoreEngine",,"(GlweDimension(1), PolynomialSize(2048))",,,53190734.0,ns,5
"impl GlweCiphertextDecryptionEngine<GlweSecretKey64,GlweCiphertext64,PlaintextVector64> for CoreEngine",,"(GlweDimension(1), PolynomialSize(2048))",,,52380764.0,ns,5
"impl GlweCiphertextDecryptionEngine<GlweSecretKey64,GlweCiphertext64,PlaintextVector64> for CoreEngine",,"(GlweDimension(1), PolynomialSize(2048))",,,52331869.0,ns,5
