group,function,value,throughput_num,throughput_type,sample_measured_value,unit,iteration_count
"impl GlweCiphertextDecryptionEngine<GlweSecretKey32,GlweCiphertext32,PlaintextVector32> for CoreEngine",,"(GlweDimension(1), PolynomialSize(4096))",,,78766053.0,ns,2
"impl GlweCiphertextDecryptionEngine<GlweSecretKey32,GlweCiphertext32,PlaintextVector32> for CoreEngine",,"(GlweDimension(1), PolynomialSize(4096))",,,78074887.0,ns,2
"impl GlweCiphertextDecryptionEngine<GlweSecretKey32,GlweCiphertext32,PlaintextVector32> for CoreEngine",,"(GlweDimension(1), PolynomialSize(4096))",,,78122016.0,ns,2
"impl GlweCiphertextDecryptionEngine<GlweSecretKey32,GlweCiphertext32,PlaintextVector32> for CoreEngine",,"(GlweDimension(1), PolynomialSize(4096))",,,77982485.0,ns,2
"impl GlweCiphertextDecryptionEngine<GlweSecretKey32,GlweCiphertext32,PlaintextVector32> for CoreEngine",,"(GlweDimension(1), PolynomialSize(4096))",,,78240005.0,ns,2
"impl GlweCiphertextDecryptionEngine<GlweSecretKey32,GlweCiphertext32,PlaintextVector32> for CoreEngine",,"(GlweDimension(1), PolynomialSize(4096))",,,78160352.0,ns,2
"impl GlweCiphertextDecryptionEngine<GlweSecretKey32,GlweCiphertext32,PlaintextVector32> for CoreEngine",,"(GlweDimension(1), PolynomialSize(4096))",,,78029218.0,ns,2
"impl GlweCiphertextDecryptionEngine<GlweSecretKey32,GlweCiphertext32,PlaintextVector32> for CoreEngine",,"(GlweDimension(1), PolynomialSize(4096))",,,77987160.0,ns,2
"impl GlweCiphertextDecryptionEngine<GlweSecretKey32,GlweCiphertext32,PlaintextVector32> for CoreEngine",,"(GlweDimension(1), PolynomialSize(4096))",,,78069093.0,ns,2
"impl GlweCiphertextDecryptionEngine<GlweSecretKey32,GlweCiphertext32,PlaintextVector32> for CoreEngine",,"(GlweDimension(1), PolynomialSize(4096))",,,78009678.0,ns,2
"impl GlweCiphertextDecryptionEngine<GlweSecretKey32,GlweCiphertext32,PlaintextVector32> for CoreEngine",,"(GlweDimension(1), PolynomialSize(4096))",,,78065908.0,ns,2
"impl GlweCiphertextDecryptionEngine<GlweSecretKey32,GlweCiphertext32,PlaintextVector32> for CoreEngine",,"(GlweDimension(1), PolynomialSize(4096))",,,77990437.0,ns,2
"impl GlweCiphertextDecryptionEngine<GlweSecretKey32,GlweCiphertext32,PlaintextVector32> for CoreEngine",,"(GlweDimension(1), PolynomialSize(4096))",,,78026252.0,ns,2
"impl GlweCiphertextDecryptionEngine<GlweSecretKey32,GlweCiphertext32,PlaintextVector32> for CoreEngine",,"(GlweDimension(1), PolynomialSize(4096))",,,77952382.0,ns,2
"impl GlweCiphertextDecryptionEngine<GlweSecretKey32,GlweCiphertext32,PlaintextVector32> for CoreEngine",,"(GlweDimension(1), PolynomialSize(4096))",,,78504329.0,ns,2
"impl GlweCiphertextDecryptionEngine<GlweSecretKey32,GlweCiphertext32,PlaintextVector32> for CoreEngine",,"(GlweDimension(1), PolynomialSize(4096))",,,78197788.0,ns,2
"impl GlweCiphertextDecryptionEngine<GlweSecretKey32,GlweCiphertext32,PlaintextVector32> for CoreEngine",,"(GlweDimension(1), PolynomialSize(4096))",,,78031902.0,ns,2
"impl GlweCiphertextDecryptionEngine<GlweSecretKey32,GlweCiphertext32,PlaintextVector32> for CoreEngine",,"(GlweDimension(1), PolynomialSize(4096))",,,78153968.0,ns,2
"impl GlweCiphertextDecryptionEngine<GlweSecretKey32,GlweCiphertext32,PlaintextVector32> for CoreEngine",,"(GlweDimension(1), PolynomialSize(4096))",,,78095720.0,ns,2
"impl GlweCiphertextDecryptionEngine<GlweSecretKey32,GlweCiphertext32,PlaintextVector32> for CoreEngine",,"(GlweDimension(1), PolynomialSize(4096))",,,78089605.0,ns,2
"impl GlweCiphertextDecryptionEngine<GlweSecretKey32,GlweCiphertext32,PlaintextVector32> for CoreEngine",,"(GlweDimension(1), PolynomialSize(4096))",,,78049964.0,ns,2
"impl GlweCiphertextDecryptionEngine<GlweSecretKey32,GlweCiphertext32,PlaintextVector32> for CoreEngine",,"(GlweDimension(1), PolynomialSize(4096))",,,78233858.0,ns,2
"impl GlweCiphertextDecryptionEngine<GlweSecretKey32,GlweCiphertext32,PlaintextVector32> for CoreEngine",,"(GlweDimension(1), PolynomialSize(4096))",,,77988221.0,ns,2
