group,function,value,throughput_num,throughput_type,sample_measured_value,unit,iteration_count
"impl GlweCiphertextEncryptionEngine<GlweSecretKey32,PlaintextVector32,GlweCiphertext32> for CoreEngine",,"(GlweDimension(1), PolynomialSize(2048))",,,51748125.0,ns,5
"impl GlweCiphertextEncryptionEngine<GlweSecretKey32,PlaintextVector32,GlweCiphertext32> for CoreEngine",,"(GlweDimension(1), PolynomialSize(2048))",,,51434375.0,ns,5
"impl GlweCiphertextEncryptionEngine<GlweSecretKey32,PlaintextVector32,GlweCiphertext32> for CoreEngine",,"(GlweDimension(1), PolynomialSize(2048))",,,51449688.0,ns,5
"impl GlweCiphertextEncryptionEngine<GlweSecretKey32,PlaintextVector32,GlweCiphertext32> for CoreEngine",,"(GlweDimension(1), PolynomialSize(2048))",,,51541022.0,ns,5
"impl GlweCiphertextEncryptionEngine<GlweSecretKey32,PlaintextVector32,GlweCiphertext32> for CoreEngine",,"(GlweDimension(1), PolynomialSize(2048))",,,51539189.0,ns,5
"impl GlweCiphertextEncryptionEngine<GlweSecretKey32,PlaintextVector32,GlweCiphertext32> for CoreEngine",,"(GlweDimension(1), PolynomialSize(2048))",,,51473287.0,ns,5
"impl GlweCiphertextEncryptionEngine<GlweSecretKey32,PlaintextVector32,GlweCiphertext32> for CoreEngine",,"(GlweDimension(1), PolynomialSize(2048))",,,51998861.0,ns,5
"impl GlweCiphertextEncryptionEngine<GlweSecretKey32,PlaintextVector32,GlweCiphertext32> for CoreEngine",,"(GlweDimension(1), PolynomialSize(2048))",,,52569939.0,ns,5
"impl GlweCiphertextEncryptionEngine<GlweSecretKey32,PlaintextVector32,GlweCiphertext32> for CoreEngine",,"(GlweDimension(1), PolynomialSize(2048))",,,52839250.0,ns,5
"impl GlweCiphertextEncryptionEngine<GlweSecretKey32,PlaintextVector32,GlweCiphertext32> for CoreEngine",,"(GlweDimension(1), PolynomialSize(2048))",,,52534325.0,ns,5
"impl GlweCiphertextEncryptionEngine<GlweSecretKey32,PlaintextVector32,GlweCiphertext32> for CoreEngine",,"(GlweDimension(1), PolynomialSize(2048))",,,51747028.0,ns,5
"impl GlweCiphertextEncryptionEngine<GlweSecretKey32,PlaintextVector32,GlweCiphertext32> for CoreEngine",,"(GlweDimension(1), PolynomialSize(2048))",,,51710011.0,ns,5
"impl GlweCiphertextEncryptionEngine<GlweSecretKey32,PlaintextVector32,GlweCiphertext32> for CoreEngine",,"(GlweDimension(1), PolynomialSize(2048))",,,51593191.0,ns,5
"impl GlweCiphertextEncryptionEngine<GlweSecretKey32,PlaintextVector32,GlweCiphertext32> for CoreEngine",,"(GlweDimension(1), PolynomialSize(2048))",,,51475852.0,ns,5
"impl GlweCiphertextEncryptionEngine<GlweSecretKey32,PlaintextVector32,GlweCiphertext32> for CoreEngine",,"(GlweDimension(1), PolynomialSize(2048))",,,51564030.0,ns,5
"impl GlweCiphertextEncryptionEngine<GlweSecretKey32,PlaintextVector32,GlweCiphertext32> for CoreEngine",,"(GlweDimension(1), PolynomialSize(2048))",,,51439876.0,ns,5
"impl GlweCiphertextEncryptionEngine<GlweSecretKey32,PlaintextVector32,GlweCiphertext32> for CoreEngine",,"(GlweDimension(1), PolynomialSize(2048))",,,51447865.0,ns,5
"impl GlweCiphertextEncryptionEngine<GlweSecretKey32,PlaintextVector32,GlweCiphertext32> for CoreEngine",,"(GlweDimension(1), PolynomialSize(2048))",,,51476833.0,ns,5
"impl GlweCiphertextEncryptionEngine<GlweSecretKey32,PlaintextVector32,GlweCiphertext32> for CoreEngine",,"(GlweDimension(1), PolynomialSize(2048))",,,51440749.0,ns,5
